City_ID,City,Country,Max Temp,Current description,Lat,Lng,Hotel Name
162,Morant Bay,JM,87.42,scattered clouds,17.8815,-76.4093,Whispering Bamboo Cove Resort
163,Labuan,MY,77.36,few clouds,5.2767,115.2417,Tiara Labuan Hotel
165,Victoria,HK,87.19,overcast clouds,22.2855,114.1577,Mini Central
168,Lompoc,US,87.78,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
169,Hirara,JP,84.06,few clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
172,Morgan City,US,85.01,overcast clouds,29.6994,-91.2068,Hampton Inn & Suites Morgan City
173,Fukue,JP,77.41,few clouds,32.6881,128.8419,Goto Guesthouse Utojuku & SA Car Rental
175,Salalah,OM,75.29,drizzle,17.0151,54.0924,"HAMDAN PLAZA HOTEL SALALAH, an HTG Hotel"
176,Pacific Grove,US,74.21,few clouds,36.6177,-121.9166,Lovers Point Inn
177,Denpasar,ID,74.86,scattered clouds,-8.65,115.2167,OYO 3156 Hotel Warta 2
178,Marapanim,BR,76.37,overcast clouds,-0.7175,-47.6997,Ecomangue Pousada
179,Tomatlan,MX,83.26,overcast clouds,19.9333,-105.25,El Salvial
180,Ikom,NG,72.73,overcast clouds,5.9667,8.7063,Ebenezer Beim excellence hotel
181,Waingapu,ID,70.93,overcast clouds,-9.6567,120.2641,Pondok Wisata Elim
183,Constantine,DZ,85.41,clear sky,36.365,6.6147,Grand Hotel Cirta
190,Kutum,SD,83.19,broken clouds,14.2,24.6667,Dibbo areaمنطقة دبو
194,Tomakomai,JP,75.16,broken clouds,42.6369,141.6033,Hotel Wing International Tomakomai
195,Tartus,SY,79.48,clear sky,34.889,35.8866,Mahmoud’s Home
202,Harper,LR,73.58,scattered clouds,4.375,-7.7169,Screensaver
203,Ati,TD,88.88,overcast clouds,13.2154,18.3353, 
204,Rexburg,US,87.31,clear sky,43.826,-111.7897,AmericInn by Wyndham Rexburg BYUI
205,Nalut,LY,84.78,clear sky,30.3333,10.85, 
206,Guerrero Negro,MX,80.08,clear sky,27.9769,-114.0611,"Casa Laguna, Bed & Breakfast"
207,Namatanai,PG,80.44,light rain,-3.6667,152.4333,Seagulls Inn Namatani
208,Cascais,PT,71.47,clear sky,38.6979,-9.4215,Hotel Vila Galé Cascais
210,Pochutla,MX,87.82,overcast clouds,15.7432,-96.4661,Hotel Posada San Jose
211,Boa Vista,BR,78.78,light rain,2.8197,-60.6733,Aipana Plaza Hotel
212,Takoradi,GH,74.19,broken clouds,4.8845,-1.7554,Raybow International Hotel
213,The Valley,AI,84.34,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
217,Trinidad,BO,84.18,scattered clouds,-14.8333,-64.9,Hotel Piesta
220,Lagoa,PT,74.28,clear sky,39.05,-27.9833,Casa Das Faias
221,Port Blair,IN,78.84,mist,11.6667,92.75,"Welcomhotel By ITC Hotels, Bay Island, Port Blair"
222,Naze,JP,79.72,clear sky,28.3667,129.4833,Shishime Hotel
223,Kavieng,PG,82.15,light rain,-2.5744,150.7967,Nusa Island Retreat
224,Lamu,KE,73.62,scattered clouds,-2.2717,40.902,Lamu House
227,Maneadero,MX,75.96,scattered clouds,31.7167,-116.5667,Casa De Thompson
233,Topeka,US,74.98,overcast clouds,39.0483,-95.678,Hotel Topeka At City Center
235,Hobyo,SO,75.58,clear sky,5.3505,48.5268,Iftin hotel hobyo
237,Benguela,AO,70.47,overcast clouds,-12.5763,13.4055,Hotel Praia Morena
238,Miyako,JP,75.16,scattered clouds,39.6367,141.9525,Hotel Route Inn Miyako
239,Awjilah,LY,88.3,clear sky,29.1081,21.2869,المنزل
240,Les Cayes,HT,84.38,clear sky,18.2,-73.75,Villa Orphee
241,Charlottesville,US,85.08,scattered clouds,38.0293,-78.4767,Hilton Garden Inn Charlottesville
242,Tateyama,JP,79.11,overcast clouds,34.9833,139.8667,Tateyama Seaside Hotel
244,Sarangani,PH,81.61,overcast clouds,5.4033,125.4636,JVL Inn and Cafeteria
245,Bajil,YE,87.19,overcast clouds,15.0584,43.2851,فندق حضرموت
246,Santa Cruz Cabralia,BR,70.03,few clouds,-16.2781,-39.0247,Puerto Princesa Inn
247,Tautira,PF,74.16,heavy intensity rain,-17.7333,-149.15,Pension Oaoa
253,Asifabad,IN,76.28,light rain,19.3667,79.2833,సిడం కైలాష్
255,Kuching,MY,75.42,scattered clouds,1.55,110.3333,Hilton Kuching
257,Nabire,ID,75.36,overcast clouds,-3.3667,135.4833,Hotel Nusantara I
259,Marsa Matruh,EG,77.2,clear sky,31.3525,27.2453,Beau Site
260,Stephenville Crossing,CA,71.73,broken clouds,48.5,-58.4318,Henrieta's Hospitality Home
261,Rudraprayag,IN,76.64,overcast clouds,30.2833,78.9833,HOTEL PUSHPDEEP GRAND
262,Sao Joao Da Barra,BR,71.38,clear sky,-21.6403,-41.0511,Pousada Porto De Canoas
267,Shenjiamen,CN,79.29,broken clouds,29.9576,122.298,Jinjiang Inn Zhoushan Putuo Shenjiamen
269,Merritt Island,US,89.1,scattered clouds,28.5392,-80.672, 
271,Auki,SB,82.35,few clouds,-8.7676,160.7034,Auki Motel
272,Sri Aman,MY,75.25,overcast clouds,1.2376,111.4621,Seri Simanggang Hotel
276,Bara,NG,75.45,moderate rain,10.3744,10.7288, 
278,Half Moon Bay,US,82.87,overcast clouds,37.4636,-122.4286,"The Ritz-Carlton, Half Moon Bay"
281,Pangai,TO,78.91,few clouds,-19.8,-174.35,Ha'apai Beach Resort
283,Haines Junction,CA,71.55,overcast clouds,60.7522,-137.5108,Parkside Inn
285,Broome,US,84.65,clear sky,42.2506,-75.833,Chenango Valley State Park
288,Kapit,MY,73.26,overcast clouds,2.0167,112.9333,Hotel Meligai Kapit
289,Rafaela,AR,74.98,broken clouds,-31.2503,-61.4867,Parra Hotel & Suites
292,Katsuura,JP,78.82,overcast clouds,35.1333,140.3,Katsuura Hotel Mikazuki
293,Marienburg,PL,74.57,broken clouds,54.0359,19.0266,Hotel Centrum Malbork
298,Sochaczew,PL,74.19,clear sky,52.2294,20.2384,Hotel Chopin Business & Spa
300,Padang,ID,71.65,overcast clouds,-0.9492,100.3543,Mercure Padang
301,Bhimunipatnam,IN,78.31,overcast clouds,17.8833,83.4333,Bheemili Court
303,Catuday,PH,80.02,overcast clouds,16.2923,119.8062,Benjie's Kubo & Cottages
306,Candelaria,PH,77.0,overcast clouds,13.9311,121.4233,Casa de Provincia
307,Shache,CN,75.7,scattered clouds,38.4167,77.2406,Delong Hotel
312,San Javier,ES,85.05,scattered clouds,37.8063,-0.8374,Hotel Mar Menor
313,Lakhipur,IN,77.07,overcast clouds,26.0299,90.3041,Rajdhani Hotel
314,Anloga,GH,75.69,overcast clouds,5.7947,0.8973,Pin Drop Hotel
316,Tambopata,PE,76.68,overcast clouds,-12.7333,-69.1833,Enashawa Lodge
317,Carroll,US,84.65,broken clouds,39.5501,-77.0164,Best Western Westminster Hotel
320,Vitim,RU,70.41,clear sky,59.4511,112.5578,Gostinitsa V Apteke
321,Sioux Lookout,CA,73.47,broken clouds,50.1001,-91.917,Knobby's Fly-In Camps
322,Komsomolskiy,UZ,81.32,clear sky,40.4272,71.7189,Ikathouse
324,Coahuayana,MX,83.59,overcast clouds,18.7333,-103.6833,El rranchito michuacan de ocampos
325,Makakilo City,US,84.52,overcast clouds,21.3469,-158.0858,Marriott's Ko Olina Beach Club
328,Dengzhou,CN,72.91,overcast clouds,37.8086,120.7508,Greentree Inn Penglai Free Harbor Business Hotel
330,Galle,LK,78.76,overcast clouds,6.0367,80.217,Amangalla
332,Honiara,SB,83.64,few clouds,-9.4333,159.95,Heritage Park Hotel
336,Marquette,US,72.84,few clouds,46.5333,-87.6335,Al Quaal Lodge
337,Kloulklubed,PW,75.7,scattered clouds,7.0419,134.2556,Storyboard Beach Resort
339,Bodden Town,KY,88.0,few clouds,19.2833,-81.25,Will T Place
340,Kindu,CD,78.04,broken clouds,-2.95,25.95,Résidence Okanda
341,Alta Floresta,BR,82.29,scattered clouds,-9.8756,-56.0861,Floresta Amazonica Hotel
342,Sabla,NG,81.23,scattered clouds,12.7525,4.7077, 
344,Oussouye,SN,77.18,overcast clouds,12.485,-16.5469,Auberge du Routard
345,Quang Ngai,VN,74.43,overcast clouds,15.1167,108.8,Central Hotel
352,Dwarka,IN,82.09,overcast clouds,22.2394,68.9678,Hotel Narayan Avezika Comfort
355,Sampit,ID,71.85,broken clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
359,Takayama,JP,72.46,overcast clouds,36.1333,137.25,Country Hotel Takayama
361,Djenne,ML,87.17,scattered clouds,13.9061,-4.5533,Hôtel Chez Baba
363,Port Hardy,CA,71.78,fog,50.6996,-127.4199,Airport Inn-Port Hardy
364,Raga,SS,71.33,scattered clouds,8.4596,25.678, 
366,Oda,JP,75.97,clear sky,35.1833,132.5,Sky Hotel Oda
369,Suntar,RU,73.94,clear sky,62.1444,117.6319,Гостевая квартира
371,Santa Rosa,PH,80.58,overcast clouds,14.3122,121.1114,Erlyn’s Sta Rosa City Home
372,Piacabucu,BR,72.99,broken clouds,-10.4056,-36.4344,Piaçabuçu News
373,Turayf,SA,79.05,clear sky,31.6725,38.6637,Turaif
374,Makat,KZ,72.27,light rain,47.6469,53.3463,Umit
377,Guarapari,BR,71.89,clear sky,-20.6667,-40.4975,Hotel Porto do Sol
379,Saint-Louis,SN,83.84,broken clouds,16.3333,-15.0, 
380,Ahuimanu,US,85.71,broken clouds,21.4447,-157.8378,Paradise Bay Resort
382,Marsh Harbour,BS,83.57,broken clouds,26.5412,-77.0636,Abaco Beach Resort
383,Tual,ID,79.61,scattered clouds,-5.6667,132.75,Grand Vilia Hotel
384,Sibolga,ID,75.0,overcast clouds,1.7427,98.7792,Hotel Syariah CN Darussalam
386,Kismayo,SO,75.4,overcast clouds,-0.3582,42.5454,Agan-Hotel
387,Puerto Escondido,MX,86.83,broken clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
388,Kieta,PG,80.15,light rain,-6.2167,155.6333,Uruna Bay Retreat
391,Bethel,US,87.37,broken clouds,41.3712,-73.414,Courtyard by Marriott Danbury
392,Eydhafushi,MV,80.2,overcast clouds,5.1033,73.0708,Soneva Fushi
393,Wawa,NG,75.63,light rain,9.9022,4.4192, 
394,Pemba,MZ,72.3,few clouds,-12.974,40.5178,Guesthouse Samotina
395,Umm Lajj,SA,85.08,scattered clouds,25.0213,37.2685,Moon light Furnished Units
397,Onoda,JP,80.62,broken clouds,34.0014,131.1836,Natural Green Park Hotel
401,Kudahuvadhoo,MV,79.02,overcast clouds,2.6708,72.8944,Niyama Private Islands Maldives
402,Baherden,TM,82.47,few clouds,38.4362,57.4316, 
403,Richmond,US,81.99,moderate rain,37.5538,-77.4603,"Holiday Inn Express Richmond - Downtown, an IHG Hotel"
405,Oranjestad,AW,84.15,few clouds,12.524,-70.027,Divi Village Golf & Beach Resort
406,Dhidhdhoo,MV,81.0,overcast clouds,6.8833,73.1,Dhidhoo beach
409,Meulaboh,ID,73.69,overcast clouds,4.1363,96.1285,Kost Pria
411,San Matias,BO,84.99,few clouds,-16.3667,-58.4,"HOTEL ""SAN JOSE"""
413,Quevedo,EC,83.16,scattered clouds,-1.0333,-79.45,Hotel Tuistico Ejecutivo
414,Owensboro,US,85.15,scattered clouds,37.7742,-87.1133,Courtyard by Marriott Owensboro
415,Dingle,PH,76.21,overcast clouds,10.9995,122.6711,SEGAYA PROPERTY
418,Alofi,NU,76.89,broken clouds,-19.0595,-169.9187,Taloa Heights
420,Korla,CN,79.77,few clouds,41.7597,86.1469,Gulisitan Hotel
422,Do Gonbadan,IR,80.69,clear sky,30.3586,50.7981,مسافرخانه شادی
425,Aquiraz,BR,79.18,broken clouds,-3.9014,-38.3911,Pousada Rua Camurupim
427,Umm Kaddadah,SD,89.96,broken clouds,13.6017,26.6876, 
429,Avera,US,89.11,overcast clouds,33.194,-82.5271, 
430,Natal,BR,77.22,clear sky,-5.795,-35.2094,Villa Park Hotel | Natal
432,Bukama,CD,72.84,clear sky,-9.2,25.85, 
435,Gilgit,PK,81.07,broken clouds,35.9221,74.3087,Tourist Hamlet Gilgit
