City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
21,East London,ZA,2022-05-03 18:41:59,-33.0153,27.9116,65.34,72,0,5.75
22,Siva,EG,2022-05-03 18:42:00,29.2041,25.5195,75.16,39,1,13.53
23,Dikson,RU,2022-05-03 18:42:00,73.5069,80.5464,-1.21,100,59,3.76
24,Anadyr,RU,2022-05-03 18:42:01,64.75,177.4833,14.5,92,73,6.71
25,Olinda,BR,2022-05-03 18:40:08,-8.0089,-34.8553,83.93,74,40,12.66
26,Qaanaaq,GL,2022-05-03 18:42:02,77.484,-69.3632,18.95,64,100,0.83
27,Kapaa,US,2022-05-03 18:42:02,22.0752,-159.319,77.32,79,20,14.97
28,Chuy,UY,2022-05-03 18:42:03,-33.6971,-53.4616,63.43,56,28,10.04
29,Punta Arenas,CL,2022-05-03 18:42:03,-53.15,-70.9167,46.42,70,40,36.82
30,Hilo,US,2022-05-03 18:42:04,19.7297,-155.09,75.27,97,100,5.75
31,Horgos,RS,2022-05-03 18:42:04,46.1556,19.9725,58.28,70,100,5.41
32,Hasaki,JP,2022-05-03 18:42:05,35.7333,140.8333,50.4,66,0,15.03
33,Thornaby,GB,2022-05-03 18:42:05,54.5333,-1.3,54.37,78,40,6.91
34,Barrow,US,2022-05-03 18:42:06,71.2906,-156.7887,23.02,86,100,10.36
35,Bluff,NZ,2022-05-03 18:42:06,-46.6,168.3333,43.81,88,17,6.93
36,Mataura,NZ,2022-05-03 18:42:07,-46.1927,168.8643,43.48,94,11,2.62
37,Saurimo,AO,2022-05-03 18:42:07,-9.6608,20.3916,69.6,64,75,3.94
38,Rikitea,PF,2022-05-03 18:42:08,-23.1203,-134.9692,77.52,77,100,17.29
39,Khatanga,RU,2022-05-03 18:42:08,71.9667,102.5,13.59,94,100,5.93
40,Clyde River,CA,2022-05-03 18:42:09,70.4692,-68.5914,14.23,79,20,18.41
41,Castro,BR,2022-05-03 18:42:10,-24.7911,-50.0119,64.76,91,100,3.8
42,Biltine,TD,2022-05-03 18:42:10,14.5333,20.9167,96.57,17,9,6.02
43,Constantine,DZ,2022-05-03 18:42:11,36.365,6.6147,63.81,63,40,2.3
44,Puerto Madryn,AR,2022-05-03 18:42:11,-42.7692,-65.0385,71.69,31,12,20.22
45,Yertarskiy,RU,2022-05-03 18:42:12,56.7902,64.2995,43.41,62,7,5.55
46,Dzilam Gonzalez,MX,2022-05-03 18:42:12,21.2833,-88.9333,97.47,36,10,6.02
47,Bethel,US,2022-05-03 18:42:13,41.3712,-73.414,61.65,76,100,8.05
48,Flinders,AU,2022-05-03 18:42:13,-34.5833,150.8552,56.48,88,0,5.01
49,Hami,CN,2022-05-03 18:42:14,42.8,93.45,72.14,13,8,2.84
50,Palmas Bellas,PA,2022-05-03 18:42:14,9.2319,-80.0867,86.0,73,99,6.89
51,Kosonsoy,UZ,2022-05-03 18:42:15,41.2561,71.5508,66.76,71,100,1.45
52,Gizo,SB,2022-05-03 18:42:15,-8.103,156.8419,82.51,76,64,9.42
53,Bambous Virieux,MU,2022-05-03 18:42:16,-20.3428,57.7575,77.25,83,40,6.91
54,Vieques,PR,2022-05-03 18:42:17,18.425,-65.8329,89.67,70,40,17.27
55,Kaiyuan,CN,2022-05-03 18:42:17,23.6977,103.3037,62.47,56,98,2.21
56,Nikolskoye,RU,2022-05-03 18:42:18,59.7035,30.7861,40.91,63,16,8.86
57,Tiksi,RU,2022-05-03 18:42:19,71.6872,128.8694,3.45,100,87,5.44
58,Saldanha,ZA,2022-05-03 18:42:19,-33.0117,17.9442,60.48,94,82,15.57
59,Touros,BR,2022-05-03 18:42:20,-5.1989,-35.4608,82.53,78,22,13.98
60,Borogontsy,RU,2022-05-03 18:42:20,62.6683,131.1683,25.9,96,95,5.39
61,Yellowknife,CA,2022-05-03 18:38:35,62.456,-114.3525,43.32,56,20,19.57
62,Jamestown,US,2022-05-03 18:39:55,42.097,-79.2353,62.24,66,75,8.05
63,Saskylakh,RU,2022-05-03 18:42:21,71.9167,114.0833,12.56,96,97,7.47
64,Askino,RU,2022-05-03 18:42:22,56.0901,56.5783,44.17,65,6,9.08
65,Mitsamiouli,KM,2022-05-03 18:42:22,-11.3847,43.2844,79.09,83,20,6.91
66,Adrar,MR,2022-05-03 18:42:23,20.5022,-10.0711,92.88,12,80,10.74
67,Bundaberg,AU,2022-05-03 18:42:23,-24.85,152.35,64.69,97,40,6.91
68,Ambilobe,MG,2022-05-03 18:42:24,-13.2,49.05,72.88,89,33,4.16
69,Verkhnyaya Inta,RU,2022-05-03 18:42:24,65.9811,60.3094,36.99,97,100,13.94
70,Mount Isa,AU,2022-05-03 18:42:25,-20.7333,139.5,71.37,60,0,9.22
71,Rawah,IQ,2022-05-03 18:42:25,34.4816,41.9093,81.14,27,16,17.45
72,Laguna,US,2022-05-03 18:42:26,38.421,-121.4238,73.69,28,0,21.85
73,Arti,RU,2022-05-03 18:42:26,56.4234,58.5328,43.2,59,0,7.38
74,Maceio,BR,2022-05-03 18:42:27,-9.6658,-35.7353,83.64,78,75,11.5
75,Krasnoarmeysk,RU,2022-05-03 18:42:28,51.0239,45.6969,46.8,53,4,8.12
76,Norman Wells,CA,2022-05-03 18:41:10,65.282,-126.8329,53.64,47,75,17.27
77,Hobart,AU,2022-05-03 18:42:28,-42.8794,147.3294,57.25,89,100,3.44
78,Srednekolymsk,RU,2022-05-03 18:42:29,67.45,153.6833,30.92,99,100,4.03
79,Ulladulla,AU,2022-05-03 18:42:29,-35.35,150.4667,56.3,77,0,6.93
80,Cape Town,ZA,2022-05-03 18:42:23,-33.9258,18.4232,65.91,90,75,12.66
81,Salinopolis,BR,2022-05-03 18:42:30,-0.6136,-47.3561,76.55,94,100,9.53
82,Carnarvon,AU,2022-05-03 18:42:30,-24.8667,113.6333,64.47,77,0,10.36
83,Alofi,NU,2022-05-03 18:42:31,-19.0595,-169.9187,76.89,73,100,8.05
84,Labuhan,ID,2022-05-03 18:42:31,-6.8844,112.2051,78.84,88,94,7.2
85,Sitka,US,2022-05-03 18:42:32,57.0531,-135.33,44.49,76,100,13.8
86,Moose Factory,CA,2022-05-03 18:42:32,51.2585,-80.6094,39.2,81,100,12.66
87,Vaini,TO,2022-05-03 18:42:33,-21.2,-175.2,73.56,88,20,5.75
88,Faya,SA,2022-05-03 18:42:33,18.3851,42.4509,69.91,55,28,1.32
89,San Jose,US,2022-05-03 18:41:19,37.3394,-121.895,73.81,34,0,17.27
90,Komsomolskiy,UZ,2022-05-03 18:42:34,40.4272,71.7189,72.32,53,100,6.91
91,Nanortalik,GL,2022-05-03 18:42:34,60.1432,-45.2371,34.92,86,46,5.68
92,Aswan,EG,2022-05-03 18:42:35,24.0934,32.907,97.9,13,0,9.22
93,Tamale,GH,2022-05-03 18:42:35,9.4008,-0.8393,93.34,36,100,4.52
94,Half Moon Bay,US,2022-05-03 18:42:16,37.4636,-122.4286,73.87,36,0,13.8
95,Bengkulu,ID,2022-05-03 18:42:36,-3.8004,102.2655,75.0,94,100,5.19
96,Puerto Ayora,EC,2022-05-03 18:42:36,-0.7393,-90.3518,82.36,78,99,9.69
97,Rumilly,FR,2022-05-03 18:42:37,45.8667,5.95,62.22,71,0,3.44
98,Isangel,VU,2022-05-03 18:37:48,-19.55,169.2667,77.11,88,14,5.75
99,North Platte,US,2022-05-03 18:42:37,41.1239,-100.7654,47.07,70,100,5.99
100,Port Elizabeth,ZA,2022-05-03 18:38:02,-33.918,25.5701,67.1,96,75,12.66
101,Cedar City,US,2022-05-03 18:42:38,37.6775,-113.0619,53.4,40,0,9.6
102,Ngunguru,NZ,2022-05-03 18:42:39,-35.6167,174.5,64.13,70,75,13.78
103,Pozo Colorado,PY,2022-05-03 18:42:39,-23.4923,-58.7972,72.91,36,0,12.01
104,Taltal,CL,2022-05-03 18:42:39,-25.4,-70.4833,68.5,63,17,3.96
105,Airai,TL,2022-05-03 18:42:40,-8.9266,125.4092,60.01,92,43,2.82
106,Kamenka,RU,2022-05-03 18:42:41,51.3223,42.7678,47.79,62,8,8.88
107,Raudeberg,NO,2022-05-03 18:42:41,61.9875,5.1352,43.47,72,83,10.71
108,Georgetown,MY,2022-05-03 18:42:42,5.4112,100.3354,80.53,93,20,0.0
109,Krumbach,DE,2022-05-03 18:39:15,48.2418,10.3632,60.21,86,14,2.19
110,Khandyga,RU,2022-05-03 18:42:43,62.6667,135.6,28.06,98,100,3.31
111,Katherine,AU,2022-05-03 18:42:43,-14.4667,132.2667,71.92,64,0,4.61
112,Segou,ML,2022-05-03 18:42:44,13.4317,-6.2157,97.92,16,86,4.0
113,Ponta Do Sol,PT,2022-05-03 18:42:44,32.6667,-17.1,67.01,52,27,3.98
114,Villa Altagracia,DO,2022-05-03 18:42:45,18.673,-70.171,85.51,55,28,7.27
115,Kulhudhuffushi,MV,2022-05-03 18:42:45,6.6221,73.07,85.62,69,100,12.28
116,Gaffney,US,2022-05-03 18:42:46,35.0718,-81.6498,86.58,42,54,13.44
117,Souillac,MU,2022-05-03 18:42:46,-20.5167,57.5167,77.38,83,40,6.91
118,Road Town,VG,2022-05-03 18:42:47,18.4167,-64.6167,84.24,70,20,11.5
119,Kuytun,RU,2022-05-03 18:42:47,54.3419,101.5036,39.7,57,62,3.15
120,Kaitangata,NZ,2022-05-03 18:42:48,-46.2817,169.8464,48.22,84,7,3.69
121,Kungurtug,RU,2022-05-03 18:42:48,50.5994,97.5228,46.69,85,100,2.98
122,Zhezkazgan,KZ,2022-05-03 18:42:49,47.8043,67.7144,57.4,52,100,17.29
123,Camocim,BR,2022-05-03 18:42:49,-2.9022,-40.8411,81.3,86,86,8.28
124,Ostrovnoy,RU,2022-05-03 18:42:50,68.0531,39.5131,27.77,67,100,23.11
125,Bilibino,RU,2022-05-03 18:42:50,68.0546,166.4372,20.39,99,100,2.51
126,Chifeng,CN,2022-05-03 18:39:13,42.2683,118.9636,62.69,25,100,9.46
127,Butaritari,KI,2022-05-03 18:42:51,3.0707,172.7902,81.9,75,38,12.15
128,Sorland,NO,2022-05-03 18:42:51,67.667,12.6934,35.46,62,100,13.38
129,Te Anau,NZ,2022-05-03 18:42:52,-45.4167,167.7167,47.05,91,53,1.1
130,Cuamba,MZ,2022-05-03 18:42:52,-14.8031,36.5372,62.55,93,4,4.74
131,Sur,OM,2022-05-03 18:42:53,22.5667,59.5289,86.32,40,0,6.87
132,Salihorsk,BY,2022-05-03 18:42:53,52.7876,27.5415,46.76,83,82,7.74
133,Thompson,CA,2022-05-03 18:42:54,55.7435,-97.8558,24.96,74,100,6.91
134,Dzhankoy,UA,2022-05-03 18:42:54,45.7167,34.4,48.61,80,100,5.88
135,Mandalgovi,MN,2022-05-03 18:42:55,45.7625,106.2708,57.51,27,22,4.34
136,Hemsedal,NO,2022-05-03 18:42:55,60.8629,8.5534,33.37,73,100,4.47
137,Torbay,CA,2022-05-03 18:42:56,47.6666,-52.7314,48.76,78,75,18.41
138,Sambava,MG,2022-05-03 18:42:56,-14.2667,50.1667,76.28,85,10,12.59
139,Piacabucu,BR,2022-05-03 18:42:57,-10.4056,-36.4344,80.96,78,31,10.02
140,Maldonado,UY,2022-05-03 18:40:26,-34.6667,-54.9167,63.79,59,91,6.82
141,Shubarshi,KZ,2022-05-03 18:42:57,48.5872,57.1869,55.44,51,100,8.55
142,Tasiilaq,GL,2022-05-03 18:42:58,65.6145,-37.6368,28.56,72,100,5.48
143,Avarua,CK,2022-05-03 18:41:28,-21.2078,-159.775,78.85,89,75,11.5
144,Awjilah,LY,2022-05-03 18:42:58,29.1081,21.2869,70.54,34,0,16.98
145,Luganville,VU,2022-05-03 18:42:59,-15.5333,167.1667,77.99,83,4,1.79
146,Saint-Pierre,RE,2022-05-03 18:42:59,-21.3393,55.4781,71.91,78,20,6.91
147,Longyearbyen,SJ,2022-05-03 18:43:00,78.2186,15.6401,13.84,57,75,9.22
148,Phalodi,IN,2022-05-03 18:43:00,27.1333,72.3667,88.97,32,0,21.39
149,Verkhoyansk,RU,2022-05-03 18:43:01,67.5447,133.385,17.08,97,100,2.21
150,Petropavlivka,UA,2022-05-03 18:43:01,48.4564,36.4367,53.47,53,52,6.6
151,Hukuntsi,BW,2022-05-03 18:43:02,-24.0,21.75,64.94,39,0,8.97
152,Taoudenni,ML,2022-05-03 18:43:02,22.6783,-3.9836,93.52,10,1,7.14
153,Sao Miguel Do Araguaia,BR,2022-05-03 18:43:03,-13.275,-50.1628,89.98,39,13,1.39
154,Mandla,IN,2022-05-03 18:40:13,22.6,80.3833,90.64,24,68,3.2
155,Monrovia,LR,2022-05-03 18:40:21,6.3005,-10.7969,81.63,81,17,10.63
156,Severo-Kurilsk,RU,2022-05-03 18:38:58,50.6789,156.125,34.63,98,100,10.47
157,Mehamn,NO,2022-05-03 18:43:04,71.0357,27.8492,26.51,75,100,15.95
158,Ust-Koksa,RU,2022-05-03 18:43:06,50.2696,85.6108,42.49,80,100,4.09
159,Inongo,CD,2022-05-03 18:43:06,-1.95,18.2667,73.58,90,100,4.56
160,Dengzhou,CN,2022-05-03 18:43:07,37.8086,120.7508,64.27,48,0,19.01
161,Tuktoyaktuk,CA,2022-05-03 18:43:07,69.4541,-133.0374,23.0,100,100,12.66
162,Santiago Del Estero,AR,2022-05-03 18:43:08,-27.7951,-64.2615,71.08,31,0,3.69
163,Victoria,HK,2022-05-03 18:38:57,22.2855,114.1577,73.45,71,29,5.01
164,Cachoeira,BR,2022-05-03 18:43:09,-12.6183,-38.9558,81.23,70,47,8.03
165,Gornopravdinsk,RU,2022-05-03 18:43:10,60.05,69.9,32.38,64,14,6.76
166,Sawakin,SD,2022-05-03 18:43:10,19.1059,37.3321,85.78,56,0,5.19
167,Falconara Marittima,IT,2022-05-03 18:43:11,43.6233,13.4031,63.09,70,62,1.14
168,Macduff,GB,2022-05-03 18:43:11,57.6701,-2.4969,52.68,80,100,11.1
169,Atuona,PF,2022-05-03 18:43:12,-9.8,-139.0333,79.39,77,17,17.74
170,Kodiak,US,2022-05-03 18:43:12,57.79,-152.4072,42.31,81,100,5.75
171,Avera,US,2022-05-03 18:43:13,33.194,-82.5271,89.55,43,100,12.46
172,Urdoma,RU,2022-05-03 18:43:13,61.7533,48.5442,40.44,92,100,7.72
173,Tiarei,PF,2022-05-03 18:43:14,-17.5333,-149.3333,78.82,78,69,11.03
174,Saint-Philippe,RE,2022-05-03 18:43:14,-21.3585,55.7679,71.22,83,54,10.74
175,Marabba,SD,2022-05-03 18:43:15,12.35,32.1833,98.92,25,37,5.7
176,Kununurra,AU,2022-05-03 18:43:16,-15.7667,128.7333,71.58,83,0,0.0
177,Kavieng,PG,2022-05-03 18:43:16,-2.5744,150.7967,81.9,80,100,8.95
178,Asau,RO,2022-05-03 18:43:17,46.4333,26.4,52.95,72,99,3.33
179,Mizdah,LY,2022-05-03 18:43:18,31.4451,12.9801,70.77,22,3,3.0
180,Nicoya,CR,2022-05-03 18:43:18,10.1483,-85.452,91.62,53,91,3.65
181,Lubumbashi,CD,2022-05-03 18:43:19,-11.6609,27.4794,63.37,82,74,4.97
182,Port Blair,IN,2022-05-03 18:43:19,11.6667,92.75,82.44,89,40,2.3
183,Rio Gallegos,AR,2022-05-03 18:43:20,-51.6226,-69.2181,51.85,43,20,36.82
184,Comodoro Rivadavia,AR,2022-05-03 18:43:20,-45.8667,-67.5,71.46,33,0,31.07
185,Pokhara,NP,2022-05-03 18:43:21,28.2333,83.9833,72.05,59,98,1.88
186,Provideniya,RU,2022-05-03 18:43:22,64.3833,-173.3,20.84,53,8,7.78
187,Florestopolis,BR,2022-05-03 18:43:22,-22.8633,-51.3872,79.77,57,53,16.71
188,Tazovskiy,RU,2022-05-03 18:43:23,67.4667,78.7,22.73,96,100,6.91
189,Cabo San Lucas,MX,2022-05-03 18:42:02,22.8909,-109.9124,83.61,60,54,11.27
190,Kozyatyn,UA,2022-05-03 18:43:23,49.7143,28.8339,50.67,82,97,6.44
191,Lebu,CL,2022-05-03 18:43:24,-37.6167,-73.65,56.53,82,12,16.96
192,Pitsunda,GE,2022-05-03 18:43:24,43.1592,40.3378,53.78,72,100,4.36
193,Pangnirtung,CA,2022-05-03 18:43:25,66.1451,-65.7125,19.4,79,75,12.66
194,Hithadhoo,MV,2022-05-03 18:43:25,-0.6,73.0833,80.47,81,100,12.91
195,Kroya,ID,2022-05-03 18:43:26,-7.6331,109.2461,78.82,89,100,5.95
196,Borovskoy,KZ,2022-05-03 18:43:26,53.8,64.15,49.57,34,97,6.76
197,Sabya,SA,2022-05-03 18:43:27,17.1495,42.6254,89.22,62,0,2.57
198,Namatanai,PG,2022-05-03 18:43:27,-3.6667,152.4333,79.66,83,39,5.95
199,Innisfail,AU,2022-05-03 18:43:28,-17.5333,146.0333,73.27,87,89,3.74
200,Ribeira Grande,PT,2022-05-03 18:43:28,38.5167,-28.7,64.8,82,20,11.5
201,Margate,GB,2022-05-03 18:43:29,51.3813,1.3862,50.88,84,57,9.46
202,Chiredzi,ZW,2022-05-03 18:43:29,-21.05,31.6667,64.72,79,12,4.0
203,Pisco,PE,2022-05-03 18:43:30,-13.7,-76.2167,71.02,73,0,11.5
204,Portland,US,2022-05-03 18:43:13,45.5234,-122.6762,58.6,69,75,6.91
205,Laem Sing,TH,2022-05-03 18:43:30,12.4816,102.0738,70.56,89,98,8.43
206,Ocos,GT,2022-05-03 18:43:31,14.5094,-92.1933,87.19,66,99,11.41
207,Yarmouth,US,2022-05-03 18:43:31,41.7057,-70.2286,57.96,71,100,14.97
208,Paamiut,GL,2022-05-03 18:43:32,61.994,-49.6678,33.46,79,100,10.33
209,Apac,UG,2022-05-03 18:43:32,1.9756,32.5386,65.84,94,23,5.1
210,Port Hardy,CA,2022-05-03 18:43:33,50.6996,-127.4199,44.78,93,100,4.61
211,Narsaq,GL,2022-05-03 18:43:33,60.9167,-46.05,43.02,79,100,6.24
212,Egvekinot,RU,2022-05-03 18:43:33,66.3167,-179.1667,14.18,84,17,12.19
213,San Cristobal,VE,2022-05-03 18:39:54,7.7669,-72.225,86.18,41,19,8.97
214,Beyneu,KZ,2022-05-03 18:41:20,45.3167,55.2,61.07,71,99,3.58
215,Gladstone,AU,2022-05-03 18:43:34,-23.85,151.25,67.93,83,17,6.91
216,Hofn,IS,2022-05-03 18:43:35,64.2539,-15.2082,42.85,88,100,2.75
217,Rio Largo,BR,2022-05-03 18:43:35,-9.4783,-35.8533,82.85,78,75,11.5
218,San Jeronimo,PE,2022-05-03 18:43:36,-11.9472,-75.2829,58.44,60,98,2.89
219,Weligama,LK,2022-05-03 18:43:36,5.9667,80.4167,80.56,88,96,7.61
220,Talnakh,RU,2022-05-03 18:43:37,69.4865,88.3972,18.21,96,100,5.93
221,Amalapuram,IN,2022-05-03 18:43:37,16.5833,82.0167,79.21,70,99,5.48
222,Yar-Sale,RU,2022-05-03 18:43:38,66.8333,70.8333,31.21,98,100,7.94
223,Tapes,BR,2022-05-03 18:43:38,-30.6733,-51.3958,62.4,92,100,22.73
224,Cherskiy,RU,2022-05-03 18:43:39,68.75,161.3,30.47,83,92,10.96
225,Mayumba,GA,2022-05-03 18:43:39,-3.432,10.6554,79.0,91,100,6.78
226,Sao Geraldo Do Araguaia,BR,2022-05-03 18:43:40,-6.4006,-48.555,81.82,86,77,0.72
227,Wagar,SD,2022-05-03 18:43:40,16.1525,36.2032,96.6,20,0,12.08
228,Seddon,AU,2022-05-03 18:43:41,-37.8068,144.8916,60.53,75,0,13.8
229,Anito,PH,2022-05-03 18:43:41,12.4497,125.2886,77.68,87,45,6.6
230,Tinskoy,RU,2022-05-03 18:43:42,56.1525,96.9161,39.67,80,100,3.94
231,Ilulissat,GL,2022-05-03 18:43:42,69.2167,-51.1,28.42,69,75,11.5
232,Luanda,AO,2022-05-03 18:38:55,-8.8368,13.2343,78.8,83,20,11.5
233,Sao Filipe,CV,2022-05-03 18:43:43,14.8961,-24.4956,73.9,74,0,11.52
234,Savannah Bight,HN,2022-05-03 18:43:43,16.45,-85.85,82.33,79,57,15.88
235,Tetiyiv,UA,2022-05-03 18:43:44,49.3767,29.6647,51.98,83,100,5.01
236,Sungairaya,ID,2022-05-03 18:43:44,0.7,108.9,78.71,90,100,7.2
237,Akhtubinsk,RU,2022-05-03 18:43:45,48.2795,46.1722,51.78,37,6,7.43
238,Beloha,MG,2022-05-03 18:43:45,-25.1667,45.05,67.14,78,0,10.45
239,Richards Bay,ZA,2022-05-03 18:43:30,-28.783,32.0377,66.47,88,0,6.51
240,Sao Gabriel Da Cachoeira,BR,2022-05-03 18:43:46,-0.1303,-67.0892,87.6,70,40,4.61
241,Garowe,SO,2022-05-03 18:43:47,8.4054,48.4845,86.22,50,16,12.86
242,Tadine,NC,2022-05-03 18:43:47,-21.55,167.8833,75.43,86,17,4.65
243,Aklavik,CA,2022-05-03 18:43:48,68.2191,-135.0107,28.4,86,100,11.5
244,Pitimbu,BR,2022-05-03 18:43:48,-7.4706,-34.8086,86.59,79,91,12.28
245,Eugene,US,2022-05-03 18:43:08,44.0521,-123.0867,54.41,77,75,4.61
246,Juneau,US,2022-05-03 18:43:49,58.3019,-134.4197,42.8,97,100,19.57
247,Tuatapere,NZ,2022-05-03 18:43:50,-46.1333,167.6833,50.31,90,71,4.38
248,Terney,RU,2022-05-03 18:43:51,45.0503,136.6092,41.7,93,96,4.32
249,Nemuro,JP,2022-05-03 18:43:51,43.3236,145.575,41.34,88,82,15.95
250,Mancio Lima,BR,2022-05-03 18:43:52,-7.6142,-72.8958,84.27,79,75,6.91
251,Bali Chak,IN,2022-05-03 18:43:53,22.3667,87.55,80.38,81,11,9.89
252,Juruti,BR,2022-05-03 18:43:55,-2.1522,-56.0922,86.4,65,70,0.98
253,Tabou,CI,2022-05-03 18:43:55,4.423,-7.3528,81.73,77,8,7.2
254,Antofagasta,CL,2022-05-03 18:43:56,-23.65,-70.4,70.21,55,26,6.55
255,Bugiri,UG,2022-05-03 18:43:57,0.5714,33.7417,65.82,96,100,4.5
256,Arlit,NE,2022-05-03 18:43:57,18.7369,7.3853,93.56,9,82,8.55
257,Esso,RU,2022-05-03 18:43:58,55.9333,158.7,20.71,96,87,3.56
258,Gat,IL,2022-05-03 18:39:04,31.61,34.7642,73.4,28,0,10.4
259,Lincoln,US,2022-05-03 18:43:59,40.8,-96.667,54.28,70,100,11.5
260,Zhigansk,RU,2022-05-03 18:43:59,66.7697,123.3711,2.01,98,19,4.14
261,Peace River,CA,2022-05-03 18:44:00,56.2501,-117.286,52.11,66,75,6.91
262,Karratha,AU,2022-05-03 18:44:00,-20.7377,116.8463,79.23,62,0,4.52
263,Morondava,MG,2022-05-03 18:44:01,-20.2833,44.2833,77.45,73,1,5.93
264,Larsnes,NO,2022-05-03 18:44:02,62.2028,5.5773,45.01,66,82,6.82
265,Coihaique,CL,2022-05-03 18:44:03,-45.5752,-72.0662,56.01,71,75,9.22
266,Baraut,IN,2022-05-03 18:44:03,29.1,77.2667,86.74,41,0,6.6
267,Nijar,ES,2022-05-03 18:44:04,36.9665,-2.206,60.66,88,0,2.3
268,Bathsheba,BB,2022-05-03 18:44:05,13.2167,-59.5167,86.61,66,20,21.85
269,Progreso,MX,2022-05-03 18:44:06,21.2833,-89.6667,93.31,54,7,14.81
270,Oktyabrskoye,RU,2022-05-03 18:44:06,43.0645,44.7417,46.54,100,100,2.24
271,Sobreira,PT,2022-05-03 18:44:07,41.5237,-7.8023,59.49,62,94,4.63
272,Den Helder,NL,2022-05-03 18:44:07,52.9599,4.7593,48.97,64,100,9.22
273,Fukue,JP,2022-05-03 18:44:08,32.6881,128.8419,59.58,59,28,4.74
274,Morris,US,2022-05-03 18:40:19,40.8334,-74.5329,68.88,61,75,8.05
275,Anicuns,BR,2022-05-03 18:44:09,-16.4611,-49.9617,82.18,44,99,4.68
276,Mamakan,RU,2022-05-03 18:44:10,57.8161,114.0028,24.89,93,34,4.52
277,Palmer,US,2022-05-03 18:44:10,42.1584,-72.3287,55.78,71,100,3.0
278,Lagoa,PT,2022-05-03 18:44:11,39.05,-27.9833,61.7,85,21,10.87
279,Lompoc,US,2022-05-03 18:44:11,34.6391,-120.4579,79.84,56,0,13.0
280,Bougouni,ML,2022-05-03 18:44:12,11.417,-7.479,86.29,42,100,3.04
281,Vermes,RO,2022-05-03 18:44:12,45.5206,21.6597,60.19,88,81,5.68
282,Kahului,US,2022-05-03 18:44:13,20.8947,-156.47,73.42,85,40,18.01
283,Pingxiang,CN,2022-05-03 18:44:14,27.6167,113.85,59.97,73,63,2.66
284,Panjakent,TJ,2022-05-03 18:44:14,39.4952,67.6093,63.61,78,100,3.65
285,Arraial Do Cabo,BR,2022-05-03 18:44:15,-22.9661,-42.0278,85.96,70,0,17.27
286,Abu Samrah,SY,2022-05-03 18:44:15,35.3029,37.1841,76.41,29,22,7.78
287,Ancud,CL,2022-05-03 18:44:16,-41.8697,-73.8203,52.88,96,100,10.78
288,Caparrapi,CO,2022-05-03 18:44:17,5.3464,-74.4915,84.76,48,5,4.21
289,Greensburg,US,2022-05-03 18:44:17,40.3015,-79.5389,75.31,35,75,9.22
290,Imbituba,BR,2022-05-03 18:42:03,-28.24,-48.6703,64.85,95,100,11.81
291,Rajapur,IN,2022-05-03 18:44:18,25.3833,81.15,93.6,36,57,12.12
292,Rantepao,ID,2022-05-03 18:44:19,-2.9701,119.8978,67.73,98,100,1.72
293,Muros,ES,2022-05-03 18:44:20,42.7762,-9.0603,66.16,67,1,15.19
294,Papetoai,PF,2022-05-03 18:44:20,-17.4961,-149.8729,78.39,76,17,11.63
295,Ambanja,MG,2022-05-03 18:44:21,-13.6833,48.45,75.25,89,65,2.77
